location,size,total_sqft,bath,balcony,price
Hennur,2,1255,2,1,5550000
MRCR Layout,2,1191,2,1,9000000
Uttarahalli,6,3600,6,2,30300000
Electronic City,2,1165,2,1,3364000
Kacharakanahalli,2,865,2,1,3511000
Nagarbhavi,3,1850,2,2,8800000
Marsur,2,497,1,1,1700000
Hennur Road,2,1232,2,2,8900000
Thanisandra,3,1732,3,3,8573000
Yelahanka,3,1614,2,1,10000000
Magadi Road,2,600,1,1,2200000
Thigalarapalya,3,2072,4,2,15500000
Electronic City,2,919,2,2,3400000
Shettihalli,4,2100,4,1,9000000
Shampura,4,672,3,1,5400000
J C Nagar,8,800,6,3,11000000
Marsur,3,1200,3,1,15000000
OLd Gurappanapalya,4,2849,5,2,25000000
Doctors Layout,2,1000,2,2,4200000
Whitefield,2,1216,2,1,7500000
Lingadheeranahalli,4,2245,4,2,15400000
Bannerghatta Road,3,1476,3,1,12500000
Ambedkar Nagar,3,1852,3,2,13000000
Udaya Nagar,2,1225,2,2,4700000
Panathur,3,1597,3,1,6712000
Jakkur,3,2423,4,3,16000000
Marathahalli,2,1152,2,1,9000000
Harlur,3,1762,3,2,13300000
Kammasandra,3,1400,3,2,9200000
Rachenahalli,3,1530,2,2,7440000
New Thippasandra,6,2400,6,3,40000000
Raja Rajeshwari Nagar,2,1185,2,2,4017000
Yelahanka,3,1890,3,2,10800000
Varthur Road,3,1247,2,2,5800000
1st Block Jayanagar,8,700,4,2,10400000
HRBR Layout,6,1000,6,3,27500000
Bellandur,2,1201,2,2,5999000
Gunjur Palya,2,830,2,2,4000000
Electronic City Phase II,2,1165,2,1,3029000
Bommanahalli,2,1100,1,2,5500000
9th Phase JP Nagar,3,1890,2,2,9300000
Maithri Layout,3,1685,3,2,6000000
Sarakki Nagar,4,3131,4,3,34900000
Battarahalli,2,1165,2,1,4300000
Kachanayakanahalli,2,827,2,1,4500000
Gangondanahalli,3,396,2,0,4800000
Uttarahalli,4,1200,4,3,17900000
Electronics City Phase 1,1,635,1,0,2600000
Whitefield,4,4000,4,3,38000000
Vishwanatha Nagenahalli,2,1050,2,1,5000000
D Group Employees Layout,5,600,4,3,7600000
Jakkur,3,1819,3,2,16800000
Kanakapura,3,1500,3,3,12500000
Yelenahalli,3,1500,2,2,5700000
Benson Town,3,2850,4,3,47000000
Raja Rajeshwari Nagar,3,1751,3,3,7200000
Vasanth nagar,4,4750,6,1,110200000
Bommasandra,2,1020,2,1,4089000
Thanisandra,2,1148,2,1,4350000
Talaghattapura,3,1856,3,2,13500000
Basavangudi,6,1754,6,2,65000000
2nd Block Hrbr Layout,3,4273,3,2,110000000
B Narayanapura,2,1060,2,1,4927000
Haralur Road,2,1300,2,2,6000000
Hormavu,4,3000,4,0,10000000
Bellandur,2,1325,2,2,6500000
Sai Gardens,2,1261,2,2,6100000
Manayata Tech Park,2,1100,2,2,4600000
Ramamurthy Nagar,2,700,2,1,3300000
7th Phase JP Nagar,3,1675,2,2,13500000
Ullal Road,4,3400,4,2,19000000
Kodihalli,4,3260,5,3,38800000
Doddakammanahalli,2,1180,2,2,5600000
Uttarahalli,2,1160,2,2,4500000
Kasavanhalli,4,1863,3,2,10500000
Sahakara Nagar,3,1914,3,2,14900000
BTM Layout,3,1458,3,2,7900000
Thirumenahalli,5,1200,4,2,11500000
Babusapalaya,2,1105,2,1,4000000
Hulimavu,3,3035,5,3,22000000
Bannerghatta Road,6,1200,6,3,16000000
Akshaya Nagar,3,1662,3,2,9000000
Yelahanka,3,1556,3,2,8600000
Jigani,2,918,2,2,5000000
Sarjapur  Road,3,1455,2,1,9800000
Jakkasandra Extension,2,1205,2,1,7000000
BEML Layout,2,1194,2,1,6500000
Laggere,2,1200,2,0,7500000
Bannerghatta Road,3,1100,2,2,5200000
Sarjapur  Road,3,1405,3,2,4887000
Subramanyapura,2,929,2,1,5600000
Frazer Town,4,3436,5,2,34100000
7th Phase JP Nagar,2,1035,2,1,3933000
8th Phase JP Nagar,4,2100,4,3,9200000
Channasandra,2,1065,2,1,4047000
Kengeri,6,1500,6,3,15000000
Hullahalli,5,1200,5,2,9900000
Hormavu,2,1093,2,1,3278000
Anandapura,2,1250,2,2,4500000
Marathahalli,3,1680,3,3,10500000
Nagarbhavi,2,1146,2,1,5000000
Jagajyothi layout,2,1250,2,3,5800000
Ramagondanahalli,3,1451,3,1,6044000
Nobo Nagar,3,1424,2,3,5500000
Gottigere,3,1435,2,3,6200000
Devanahalli,1,658,1,0,2691000
Bommanahalli,3,1300,3,2,4500000
Whitefield,2,1242,2,2,6500000
Marathahalli,3,1910,3,3,11900000
Yelahanka,3,1610,4,2,8500000
Hulimavu,2,1127,2,1,6500000
Yelahanka,3,1075,2,1,4200000
Mysore Road,2,1155,2,1,5100000
Lakkasandra Extension,5,1280,3,1,25000000
Krishna Reddy Layout,3,1250,3,1,5500000
Kuvempu Layout,3,2200,4,2,16000000
Billekahalli,3,2400,3,1,15000000
Chandapura,2,876,2,2,2950000
Nagarbhavi,3,1850,2,2,8900000
Kadugodi,2,1314,2,3,8300000
Rachenahalli,1,690,1,1,3979999
Srirampura,2,1230,2,3,5500000
Bommasandra,2,920,2,1,3720000
Sarjapur  Road,3,1850,3,3,14000000
Electronic City,2,1073,2,2,6000000
Maithri Layout,3,1540,3,3,7600000
Kanakpura Road,3,1550,3,3,6350000
Kalyan nagar,2,1198,2,1,6500000
HBR Layout,3,1656,3,2,9000000
Kaveri Nagar,3,1900,3,3,15500000
Ramagondanahalli,3,1910,3,2,14200000
Mysore Road,2,1003,2,1,4300000
Whitefield,3,1495,2,2,6700000
Thanisandra,3,2172,3,2,7602000
Sarakki Nagar,4,2400,4,2,35800000
T G extension,2,1200,1,2,9500000
Whitefield,3,1548,3,1,6500000
2nd Block Koramangala,7,5400,5,2,97200000
Hosur Road,3,1689,3,1,10300000
Electronic City Phase II,2,1031,2,1,5300000
Bhoganhalli,4,2119,4,2,11100000
Whitefield,2,1200,2,2,4613000
JCR Layout,2,1060,2,2,3700000
Devi Nagar,2,1100,2,1,6100000
GKW Layout,4,1350,4,2,22500000
Gandhi Nagar,5,1050,4,1,8000000
Hennur Road,3,1250,2,1,7788000
8th Block Jayanagar,2,1100,2,2,11000000
Whitefield,2,1200,2,1,4613000
Seegehalli,3,1420,2,2,4600000
Electronic City,3,1500,2,1,7800000
OLd Gurappanapalya,3,1942,3,1,15500000
Haralur Road,3,1985,3,2,13000000
Sarjapur  Road,1,950,1,0,3990000
AMS Layout,3,1200,4,2,8000000
Green Glen Layout,3,1752,3,2,10500000
Abbigere,4,1200,3,2,12000000
Mahalakshmi Layout,5,1200,5,1,20000000
Old Madras Road,3,1480,2,2,8400000
Jnana Ganga Nagar,3,600,4,1,8100000
Sarjapur  Road,3,1826,3,2,13000000
8th Phase JP Nagar,2,1035,2,1,3933000
Sarjapur  Road,4,2600,4,2,9800000
Kasavanhalli,3,1667,3,2,9200000
Thanisandra,2,934,2,2,5500000
Mahadevpura,3,1620,2,1,7600000
Electronic City,2,1070,2,1,4700000
Hosur Road,5,3600,5,3,18000000
Uttarahalli,3,1280,2,2,6000000
rr nagar,2,1400,2,2,6000000
Vishveshwarya Layout,7,1200,8,2,18000000
"Varthur Road, ",2,1330,2,1,6400000
Balagere,2,1012,2,1,5459000
Electronic City Phase II,3,1611,2,2,4833000
Whitefield,3,1405,3,2,5800000
VGP Layout,3,1515,3,3,9000000
Thigalarapalya,3,1830,4,2,15000000
Kaggadasapura,3,1710,3,0,6000000
BTM Layout,2,935,2,1,5150000
Jakkur,3,2197,3,2,13600000
TC Palaya,4,600,4,0,6500000
Yeshwanthpur,3,1678,3,2,9213000
Brookefield,3,1410,2,0,8000000
Jakkur,2,1125,2,2,6500000
Magadi Road,3,1191,2,1,5538000
Thubarahalli,2,1200,2,2,7900000
CV Raman Nagar,3,1525,2,3,6700000
KUDLU MAIN ROAD,3,1464,3,3,5600000
Seegehalli,2,920,2,1,2700000
Yelahanka,1,651,1,1,1750000
Chikkabanavar,2,600,1,2,2500000
Chandapura,1,645,1,1,1645000
Thanisandra,2,1185,2,2,4400000
Electronics City Phase 1,2,1190,2,1,6800000
Whitefield,2,1355,2,3,7300000
KR Puram,2,1200,1,0,6500000
Kundalahalli,4,7000,4,3,55000000
Ramamurthy Nagar,6,1200,4,1,11000000
Yelahanka New Town,1,500,2,1,2400000
Bommasandra Industrial Area,3,1250,3,3,5000000
Uttarahalli,3,1480,2,1,5800000
Ambalipura,4,3300,4,2,32900000
Green Woods Layout,2,1206,2,1,5300000
Rajaji Nagar,2,1357,2,1,13000000
Hosakerehalli,2,925,2,1,4650000
8th Phase JP Nagar,2,909,2,1,4090000
Seegehalli,3,3000,5,2,33500000
Brookefield,2,1100,2,1,5500000
Malleshwaram,4,3000,5,2,81500000
Vidyaranyapura,2,1100,2,1,5400000
Subramanyapura,2,975,2,1,6500000
Raja Rajeshwari Nagar,2,1306,2,2,4417000
Roopena Agrahara,4,1200,4,1,9500000
Kalena Agrahara,1,610,1,1,3900000
Yelahanka,3,1484,2,2,5640000
Ramamurthy Nagar,2,1125,2,1,4700000
Bhoganhalli,2,1447,2,1,7597000
Whitefield,4,2882,5,1,15800000
Vidyaranyapura,4,750,4,0,8800000
Kundalahalli,3,2075,3,1,11500000
Stage-4 Bommanahalli,2,1250,2,1,5800000
Horamavu Banaswadi,2,1272,2,2,5150000
Banashankari Stage II,4,1050,3,2,12500000
Venkateshpuram,2,625,2,1,2400000
1st Phase JP Nagar,1,840,2,2,5000000
Hennur Road,4,2502,4,2,18000000
Rayasandra,1,583,1,1,2690000
Gunjur Palya,2,900,2,1,2700000
Sarjapur  Road,2,1115,2,2,5000000
HOSUR MAIN ROAD,2,1464,2,2,5600000
Kanakapura,3,2200,3,1,12100000
Whitefield,1,750,1,1,5100000
Marathahalli,3,1600,3,3,5800000
Chikkalasandra,3,1365,2,2,4900000
"Judicial Layout, Kanakapura Road, ",3,1300,3,2,6400000
Kurubarahalli,1,1200,1,0,6900000
Hormavu,2,1260,2,2,3500000
Electronics City Phase 1,2,1190,2,2,3392000
Hosakerehalli,3,2480,4,1,26000000
Vishwapriya Layout,3,1250,3,2,3800000
Kaggadasapura,3,1500,3,0,7500000
Banashankari Stage V,3,1510,3,3,4757000
7th Phase JP Nagar,2,1187,2,1,5900000
Kundalahalli,2,1120,2,1,5376000
Dodsworth Layout,3,1717,3,3,9900000
Mullur,3,2099,3,2,9500000
Kasturi Nagar,2,1100,2,2,5800000
Hegganahalli,1,1200,1,0,4800000
Bannerghatta Road,3,1465,2,1,4587000
Kothanur,1,1500,1,0,7500000
Prashanth Nagar,5,4050,4,1,60000000
Haralur Road,3,1255,2,1,9000000
5th Phase JP Nagar,2,1220,2,3,8800000
Electronic City Phase II,2,1065,2,1,3088000
Sultan Palaya,3,1765,3,3,8000000
Bellandur,2,1281,2,2,8700000
Electronic City,2,1210,2,2,2500000
Kaggadasapura,2,1215,2,3,4300000
Ananth Nagar,4,1200,3,1,8700000
Mysore Road,2,1237,2,2,7300000
Lakshminarayana Pura,2,1300,2,1,7000000
Whitefield,2,1105,2,2,3999000
Chandapura,3,1505,2,2,4200000
Hebbal Kempapura,4,3900,5,2,31000000
Banashankari,2,1186,2,3,6500000
Byrathi Village,4,900,3,1,5100000
Kengeri,2,750,2,1,3550000
Varthur,2,1083,2,2,2800000
Nagaraja Garden,3,1430,2,1,7865000
Thanisandra,2,1056,2,2,6800000
VGP Layout,3,2108,3,3,8500000
Banashankari,3,1650,3,2,10100000
Electronic City Phase II,3,1220,3,1,3660000
Rayasandra,2,1198,2,1,5400000
Ejipura,2,1190,2,1,7000000
"Judicial Layout, Kanakapura Road, ",2,900,2,1,4100000
J.P.nagar 6th Phase.Sarakki Nagar,4,2690,4,2,18500000
Kanakapura,2,1340,2,2,6500000
Bommenahalli,4,2940,3,2,225000000
Giri Nagar,6,2400,6,1,40000000
Whitefield,2,2324,2,2,2673000
Yelahanka,2,1260,2,2,5920000
Talaghattapura,3,2254,3,2,15300000
Old Madras Road,3,2990,5,1,21000000
1st Block BEL Layout,4,1800,5,1,25000000
JP Nagar,2,820,2,1,4500000
Electronic City,2,1296,2,2,6500000
Uttarahalli,2,1190,2,1,5355000
Whitefield,2,1173,2,1,7700000
Sarjapura - Attibele Road,3,1800,3,2,9000000
Yelahanka,2,1102,2,0,5200000
Sarjapur,2,913,2,1,3600000
Hormavu,3,1176,2,1,3527000
Prithvi Layout,3,1620,3,2,6500000
Billekahalli,3,2968,3,2,22500000
Yelahanka,2,1519,2,3,6500000
Hosur Road,2,1345,2,2,10600000
Dodsworth Layout,3,1594,3,2,9900000
Kaverappa Layout,2,1250,2,1,6800000
Haralur Road,2,1056,2,1,6000000
Whitefield,3,1200,3,1,6840000
Kothnur Narayanapura,2,1290,1,0,7750000
Amruthnagar,2,1150,2,1,4800000
Ambedkar Colony,2,1464,2,1,14500000
Anekal,4,1200,2,1,3600000
Gollarapalya Hosahalli,2,861,2,0,3650000
Kundalahalli,2,1047,2,1,8262000
Lakshmipura,2,1200,2,0,7500000
Kirloskar Layout,1,1200,10,2,19000000
Hongasandra,2,1065,2,1,4500000
Rajaji Nagar,3,2300,3,3,36900000
Ramamurthy Nagar,2,1000,2,1,6200000
Lingadheeranahalli,3,1682,3,1,11300000
Harlur,3,1756,3,2,13100000
BEL Road,5,4000,4,2,100000000
Vignana Nagar,4,1050,4,2,9000000
Vittasandra,2,1238,2,1,6731999
Dasanapura,2,814,2,1,4200000
Dodda Nekkundi,2,1145,2,1,4650000
Varthur,2,965,2,1,3400000
Doddabele,2,750,2,1,3600000
Banashankari,3,1300,2,2,5500000
1st Phase JP Nagar,3,1590,3,3,13100000
Begur Road,1,644,1,1,4000000
Whitefield,2,982,2,1,3700000
Indira Nagar,2,1260,2,2,10000000
Rayasandra,3,1555,3,2,7517000
Race Course Road,4,2500,4,1,45000000
Kaggadasapura,2,1225,2,2,4800000
Electronics City Phase 1,2,1085,2,1,4600000
Rajaji Nagar,3,1640,3,2,22000000
Thanisandra,3,1595,3,1,11000000
Raja Rajeshwari Nagar,2,1196,2,2,4044000
Yelahanka,3,1859,3,1,10800000
9th Phase JP Nagar,2,1079,2,1,6000000
Shivaji Nagar,2,550,1,1,2700000
Whitefield,2,1118,2,1,4200000
CV Raman Nagar,2,1198,2,2,6000000
Thigalarapalya,3,1830,4,2,13500000
Banashankari Stage VI,2,1160,2,1,5900000
Srirampuram,3,1485,2,1,15600000
Ejipura,3,2070,3,3,13500000
Basaveshwara Nagar,6,750,4,1,15000000
Kannamangala,2,957,2,0,5250000
Basaveshwara Nagar,5,2400,4,1,31000000
Bannerghatta Road,2,1268,2,1,6900000
Bannerghatta Road,3,1450,2,2,8700000
Manorayana Palya,3,1600,2,2,7500000
Uttarahalli,3,1330,2,1,5700000
Jakkur,3,1355,2,2,6500000
Horamavu Banaswadi,2,1272,2,2,5150000
Abbaiah Reddy Layout,2,1100,2,1,3849000
Sarjapur  Road,3,1220,3,2,5800000
Chikkalasandra,2,1075,2,1,4676000
Lingarajapuram,2,800,2,1,5500000
Vasanthapura,2,995,2,1,3482000
Vasantha Vallabha Nagar,2,900,1,1,4400000
Haralur Road,2,1140,2,1,4200000
Ganga Nagar,3,1480,2,2,12500000
Padmanabhanagar,3,1710,2,2,9063000
Talaghattapura,3,2106,3,3,14800000
Yeshwanthpur,9,2400,6,2,27000000
Sadahalli,3,3800,2,2,13000000
Vajarahalli,3,800,3,2,12000000
Marathahalli,2,1602,2,2,10400000
Sarjapur  Road,3,1660,2,2,11600000
Electronic City Phase II,3,1549,3,2,8000000
Marathahalli,1,700,1,1,3800000
Balagere,2,1012,2,1,6400000
Marathahalli,3,1469,3,1,8900000
Whitefield,2,1216,2,1,6900000
Electronic City Phase II,2,1065,2,1,5613000
Thanisandra,3,1411,3,1,9315000
Pai Layout,2,1400,2,2,5750000
Hoskote,3,1250,3,2,2900000
Haralur Road,2,1245,2,3,6200000
Choodasandra,2,1115,2,1,5000000
Vidyaranyapura,2,1000,2,1,3500000
Subramanyapura,3,1800,3,2,9000000
Mathikere,2,1500,2,2,13000000
Chandapura,1,645,1,1,1645000
Kothannur,3,1275,3,2,4400000
Kasavanhalli,3,1494,3,2,8200000
Bhoganhalli,3,1949,3,2,12900000
BTM Layout,2,1020,2,1,4650000
Mysore Road,2,883,2,1,4500000
Old Airport Road,4,3200,4,2,28000000
Uttarahalli,6,1680,6,1,12500000
Mysore Road,1,2232,6,2,30000000
Anand nagar,3,2010,3,3,12500000
Yeshwanthpur,2,1240,2,2,8000000
6th Phase JP Nagar,2,1213,2,1,6300000
Hegde Nagar,3,1835,3,3,8800000
Hoskote,9,1800,10,3,18500000
Bannerghatta Road,4,2932,5,2,19500000
Whitefield,4,3425,5,2,25000000
Gottigere,2,945,2,0,4500000
Sathya Layout,3,1504,2,2,10000000
Lakshminarayana Pura,3,1569,3,2,15000000
Harlur,3,1755,3,2,13000000
Vijayanagar,3,1760,3,2,14000000
Hoodi,2,1240,2,3,4394000
Electronics City Phase 1,3,1450,3,2,7254000
5th Phase JP Nagar,2,1000,2,0,4800000
Shivaji Nagar,1,3820,1,1,30600000
Thyagaraja Nagar,5,2000,4,2,14500000
Choodasandra,2,1215,2,2,5900000
Yelachenahalli,3,1330,3,3,7350000
Raja Rajeshwari Nagar,2,1178,2,1,7500000
Hulimavu,4,1500,4,3,19200000
Shree Ananth Nagar Layout,2,2040,2,2,5900000
Bellandur,3,2000,3,2,8500000
Shanti Nagar,3,1602,2,1,16500000
2nd Stage Arekere Mico Layout,4,1200,4,1,13000000
Parappana Agrahara,2,1194,2,2,4600000
Jayamahal,3,1800,3,1,22000000
Dasarahalli,3,2400,2,1,15200000
Sarjapur  Road,3,1700,3,3,10800000
Jigani,3,1200,3,2,6500000
Veer Sandra,3,1500,3,0,7200000
Karuna Nagar,3,1240,3,2,16500000
Whitefield,3,3000,3,2,40000000
Kanakpura Road,3,1737,3,3,8500000
TC Palaya,2,900,2,0,5500000
Chennappa Layout,3,1280,2,1,4800000
CV Raman Nagar,2,1560,2,2,8500000
Kambipura,2,883,2,1,4400000
Kengeri Satellite Town,2,750,2,1,3300000
Brookefield,4,2400,3,3,14000000
Bhuvaneshwari Nagar,2,900,2,1,4500000
Hormavu,2,1030,2,1,4935000
7th Phase JP Nagar,3,1850,3,2,15500000
Hennur Road,3,1831,3,1,11000000
Raja Rajeshwari Nagar 5th Stage,2,1095,2,1,3833000
Electronic City Phase II,3,1320,2,1,3813000
7th Phase JP Nagar,2,1000,2,1,6100000
Budigere,3,1820,3,2,8540000
Bisuvanahalli,3,1075,2,1,4100000
TC Palaya,3,1500,3,0,8300000
Electronics City Phase 1,1,360,1,0,1689999
Electronic City,2,1140,2,1,7093000
Chennammana Kere,2,1145,2,2,5840000
RMV Extension Stage 2,3,1862,3,3,12000000
 Devarachikkanahalli,2,947,2,2,4300000
Chandra Layout,3,700,3,2,19500000
Kalena Agrahara,2,1120,2,2,4000000
Sadanand Nagar,3,2700,3,3,20000000
Kaggadasapura,3,1805,2,2,7500000
Basavangudi,2,1100,2,3,9300000
Bommenahalli,4,1355,3,0,13500000
"Whietfield, ",3,1677,3,2,9800000
Hosapalya,8,2500,8,3,9500000
Uttarahalli,3,1560,3,3,7400000
Arekere,3,2060,3,2,15000000
Koramangala,3,1716,2,0,11500000
Harlur,3,1864,3,1,14000000
Electronics City Phase 1,1,638,1,1,3200000
Sidedahalli,9,1200,7,3,9500000
Kodigehalli,8,1150,9,2,17000000
Chandapura,2,937,2,1,3000000
Hennur Gardens,3,1490,2,1,11500000
Frazer Town,4,4856,5,3,41000000
Whitefield,4,4003,6,1,52500000
Whitefield,2,1100,2,1,3700000
Thigalarapalya,2,1000,2,2,4853000
Horamavu Agara,2,1060,2,1,3700000
Kundalahalli,2,1047,2,1,9100000
Basaveshwara Nagar,2,1200,2,2,8000000
Akshaya Nagar,3,1420,2,2,7500000
Sarjapur  Road,3,1539,3,2,8500000
Tejaswini Nagar,3,1550,3,1,5900000
Kasavanhalli,3,1555,3,3,8200000
BTM Layout 1stage 9th Main,7,600,6,2,13800000
Seegehalli,3,1553,3,3,6800000
Electronic City Phase II,2,920,2,2,2600000
Jeevan bima nagar,3,1740,3,3,12000000
OMBR Layout,3,1855,3,2,14500000
Kundalahalli,3,1724,3,1,14600000
B Narayanapura,2,1020,2,2,6000000
Banaswadi,6,1000,4,2,15000000
Uttarahalli,3,1250,2,1,5000000
Sanjay nagar,3,1450,3,2,7500000
Thubarahalli,2,1200,2,2,8000000
Haralur Road,2,1140,2,2,5800000
Hoskote,5,900,5,2,11000000
Basava Nagar,1,550,1,1,1600000
Bannerghatta Road,3,1450,3,1,4400000
Jigani,2,1500,2,2,2549000
Kanakpura Road,2,700,2,1,3507000
Whitefield,3,1200,3,1,5600000
Yelahanka,2,1050,2,1,4500000
Somasundara Palya,3,1600,3,3,6900000
Bannerghatta Road,3,1625,2,3,7500000
Volagerekallahalli,2,1492,2,2,6500000
Sarjapur  Road,3,1489,2,3,8200000
Kanakapura,3,1560,2,2,6238000
Haralur Road,2,1140,2,2,4200000
Lavakusha Nagar,3,1431,3,2,6500000
Lingadheeranahalli,3,1682,3,1,11400000
Panathur,2,1198,2,1,8626000
Outer Ring Road East,3,3664,3,2,32500000
Sarjapur  Road,3,1550,2,2,6975000
Kodichikkanahalli,2,1026,2,1,4500000
Hennur,3,1260,2,2,5200000
Singanayakanahalli,2,690,2,0,4200000
Sarjapur  Road,1,539,1,1,4500000
Sarakki Nagar,4,1200,4,1,8500000
Attibele,3,2400,3,3,12000000
Thubarahalli,2,1200,2,2,7955000
Kundalahalli,4,2500,5,2,35000000
Sarjapur  Road,3,1186,2,2,4000000
Thanisandra,2,1039,2,2,3950000
Mahalakshmi Puram,4,1500,5,3,23300000
Gottigere,5,1500,4,1,10000000
Malleshwaram,3,2520,3,2,15000000
Brookefield,2,1225,2,2,6650000
Bommanahalli,2,1350,2,2,7200000
Vittal Mallya Road,2,1030,2,2,30000000
Whitefield,3,1550,2,2,4960000
Hoodi,3,1490,3,2,7900000
Brindavan Nagar,3,1520,3,2,11100000
Whitefield,4,4100,4,2,55000000
Dena Bank Colony,3,1391,2,3,6450000
Rachenahalli,2,1200,2,2,5000000
Kadabagere,4,1200,4,2,8600000
1st Block HBR Layout,5,2500,6,3,50000000
Yelahanka,2,1322,2,2,8000000
Whitefield,3,2173,3,2,12800000
Sarjapur  Road,2,1200,2,2,7500000
Thubarahalli,2,1200,2,2,4700000
Mysore Road,2,1170,2,2,6500000
NRI Layout,2,1125,2,2,4556000
Seetharampalya,2,1250,2,2,9000000
Chandapura,2,1025,2,2,2768000
Yelahanka,3,1075,2,2,3600000
High grounds,3,1900,2,2,19000000
Whitefield,3,1435,3,2,4500000
Electronics City Phase 1,2,1175,2,2,6498000
KUDLU MAIN ROAD,3,1464,3,2,5600000
Doddabidrakallu,2,900,2,1,3300000
Electronics City Phase 1,1,585,1,1,2100000
Jigani,4,3170,5,2,23000000
Shanti Nagar,3,1602,2,1,17000000
Thanisandra,2,1220,2,2,4200000
Rajaji Nagar,3,2500,3,3,35000000
Sarjapur  Road,3,2145,3,3,18000000
Bannerghatta Road,2,960,2,3,5800000
NGR Layout,1,907,1,1,3800000
Old Madras Road,2,1210,2,1,7400000
Kammanahalli,4,900,4,1,15000000
Jnana Ganga Nagar,2,1230,2,2,7000000
5th Phase JP Nagar,3,1350,2,1,7500000
Kenchenahalli,2,1150,2,2,5800000
Sarjapur,3,1404,2,0,5335000
OMBR Layout,2,1050,2,3,4800000
Kothanur,8,1020,10,0,15500000
Yelahanka,2,1285,2,2,5600000
Hormavu,2,1018,2,1,5080000
Hoskote,3,1200,3,2,5700000
Sarjapur  Road,2,1115,2,2,5000000
Ejipura,3,1600,3,3,9500000
9th Phase JP Nagar,2,1480,2,1,8000000
Kodichikkanahalli,5,2500,7,0,12500000
Kaval Byrasandra,1,480,1,1,2500000
Akshaya Nagar,3,1435,3,3,5300000
Lingarajapuram,1,450,1,2,6000000
Austin Town,1,600,2,0,2300000
CV Raman Nagar,3,1590,2,3,8500000
Nagavara,2,936,2,0,4020000
Banashankari,2,1181,2,1,7500000
Kengeri,3,1741,3,2,8000000
JP Nagar,3,1750,3,1,12300000
Varthur Road,2,1050,2,2,4270000
Tumkur Road,2,1027,2,1,6000000
Geleyara Balaga Layout,2,596,2,1,2200000
Dollar Scheme Colony,4,3463,6,0,31000000
Sector 2 HSR Layout,3,1600,3,2,7000000
Hebbal,4,2790,5,3,19800000
Sahakara Nagar,2,1000,2,1,6000000
Varthur,2,1120,2,2,4424000
Jinkethimmanahalli,2,1200,2,0,8500000
Kothnoor Dinne,2,1200,2,2,3500000
Kasturi Nagar,3,1570,3,2,11000000
Koramangala,3,1500,3,1,13500000
Frazer Town,2,1315,2,2,14000000
Electronic City Phase II,2,1140,2,1,3384000
Banashankari,2,1105,2,2,9000000
Electronic City,2,1200,2,1,3465000
Whitefield,1,905,1,1,6200000
HSR Layout,4,2400,4,0,35000000
Kudlu Gate,2,1185,2,1,5000000
Koramangala,2,1083,2,1,10000000
Rayasandra,3,1458,3,2,6000000
Hormavu,3,1555,3,2,7500000
Devi Nagar,2,1200,2,2,4500000
Sarjapur  Road,2,1308,2,1,5886000
Kudlu,2,1024,2,2,4400000
Parappana Agrahara,2,1194,2,2,4700000
Kanakapura,3,1450,3,1,7500000
Seegehalli,3,1639,3,3,12000000
Whitefield,3,1870,3,2,13800000
Hennur Road,2,1232,2,1,8700000
Kasavanhalli,3,1719,3,1,18400000
Chandapura,2,975,2,1,2486000
New Gurappana Palya,3,2000,4,2,13000000
Jakkur,2,1230,2,1,7900000
Guddadahalli,4,1350,4,2,14000000
KR Puram,2,1076,2,2,6700000
Kumaraswami Layout,7,2400,7,1,12500000
Vasanthpura,3,995,2,2,3482000
Kodigehaali,3,2120,3,2,17700000
Kasthuri Nagar East Of NGEF,6,2400,7,2,46000000
Chikka Gowdanapalya.,6,850,6,2,7800000
Electronic City,2,1096,2,2,4054999
Horamavu Agara,2,1108,2,1,4151000
Chamrajpet,1,505,1,0,8500000
Sarjapur  Road,2,1320,2,2,11500000
Whitefield,2,1320,2,1,9926000
Whitefield,3,2901,4,2,19000000
GM Palaya,3,1315,2,2,6500000
VGP Layout,2,1000,2,1,4400000
Hosakerehalli,3,1596,3,3,7980000
Bannerghatta Road,3,1750,3,2,13000000
Whitefield,4,2403,4,2,27000000
Old Madras Road,3,1350,3,2,4725000
"TR Mill Road, Chamarajpet",2,1175,2,2,7900000
Talaghattapura,2,921,2,1,2947000
Malleshwaram,4,4000,4,2,110000000
Sultan Palaya,3,1713,3,3,12500000
Ittamadu,2,1200,2,0,4300000
8th Phase JP Nagar,3,1900,4,1,9000000
Kudlu Gate,3,1664,3,2,6800000
Binny Pete,3,1795,3,2,13900000
Kereguddadahalli,1,600,1,1,1950000
Hoodi,2,1240,2,3,6500000
Hegde Nagar,3,1965,4,2,13200000
Vishveshwarya Layout,3,600,4,0,9900000
Sarjapur,4,4111,4,1,37000000
Electronics City Phase 1,2,1200,2,2,5976000
Ganga Nagar,2,1112,2,3,6800000
Raja Rajeshwari Nagar,3,3000,3,2,6000000
Mahadevpura,2,1136,2,3,6450000
Jigani,2,914,2,2,5500000
Poorna Pragna Layout,3,1270,2,1,5079000
Rachenahalli,2,1050,2,2,4725000
Marathahalli,3,1385,2,2,6850000
Medahalli,2,990,2,3,3500000
Yelahanka,2,845,2,2,4300000
Whitefield,2,1485,2,1,9651000
Kanakapura,3,1460,2,3,4379000
Thanisandra,2,1450,2,1,5700000
HSR Layout,3,1360,2,1,5300000
Singasandra,2,1375,2,3,5800000
Uttarahalli,2,1125,2,1,4800000
